FID,id,fromnode,tonode,leftpolygo,rightpolyg,shape_leng,shape_le_1,the_geom
hti_boundaries_sections_communales_adm3_cnigs_line.1369,1647,1122,1120,465,446,0.03859293,0.03859293,"MULTILINESTRING ((-72.27428012899992 19.275104642000088, -72.2718628209999 19.275808986000072, -72.27014128399992 19.275837428000045, -72.26762672099994 19.276097823000043, -72.26545866999993 19.276101485000083, -72.26268622899994 19.275861259000067, -72.26101940899991 19.275457117000087, -72.25946415899995 19.27463919300004, -72.25846486099994 19.272980843000084, -72.2568439069999 19.271538933000045, -72.25584194699991 19.270043027000042, -72.25511342499993 19.268686727000045, -72.25425483399994 19.267716741000072, -72.25239615699991 19.26571134800008, -72.25159556499995 19.26411915300008, -72.25023506499991 19.263033272000087, -72.24787376799992 19.262094809000075, -72.24658602399995 19.261208603000057, -72.24232638799992 19.26179443500007))"
hti_boundaries_sections_communales_adm3_cnigs_line.1370,1648,1123,1126,459,447,0.01484155,0.01484155,"MULTILINESTRING ((-71.76535313399995 19.275908214000083, -71.7648593799999 19.27636881600006, -71.76408104699993 19.276309902000037, -71.76349455299993 19.276651450000088, -71.76291373299995 19.27670441300006, -71.76216214599992 19.276736207000056, -71.76145041299992 19.276678462000064, -71.76093330299994 19.27638944800009, -71.76035109299994 19.276027085000067, -71.75987739299995 19.275468113000045, -71.75926912299991 19.275466342000072, -71.75854929399992 19.27630201800008, -71.75782161099994 19.27656884600009, -71.75765740799994 19.27766715100006, -71.75710641199993 19.27813573600008, -71.75548757999991 19.27876591800009, -71.75306475699995 19.27967958100004))"
hti_boundaries_sections_communales_adm3_cnigs_line.1371,1649,1129,1113,462,448,0.06115002,0.06115002,"MULTILINESTRING ((-72.45230399099995 19.286488399000064, -72.44903033999992 19.281719785000064, -72.44384587999991 19.276301251000064, -72.43582875699991 19.267781681000088, -72.4319798919999 19.263970989000086, -72.42771936999992 19.260353156000065, -72.42616834599994 19.256773318000057, -72.42391375099993 19.255016777000037, -72.42244306999993 19.252991295000072, -72.41934051899995 19.250139166000054, -72.41677035099991 19.24851352400009, -72.41428575999993 19.24809913000007, -72.41237873999995 19.24602227300005, -72.40929805999991 19.244822855000052))"
hti_boundaries_sections_communales_adm3_cnigs_line.1372,1650,1088,1131,455,448,0.2298508,0.2298508,"MULTILINESTRING ((-72.47972386499993 19.17613544200009, -72.4801916859999 19.18036823200009, -72.47968726099992 19.18166171300004, -72.47834459799992 19.18370226600007, -72.47669104499994 19.18618093400005, -72.47458863499992 19.189421114000083, -72.47361847799993 19.19133131700005, -72.47191672199995 19.192599235000046, -72.46915897999992 19.195171019000043, -72.46622494699994 19.196837266000045, -72.46548593199992 19.197919698000078, -72.46702003099995 19.19891618300005, -72.47234875099991 19.20165385100006, -72.47320838799993 19.202622930000075, -72.47344538399994 19.205154777000075, -72.47263586899993 19.208367490000057, -72.47330093599993 19.209631924000064, -72.47388913099991 19.212818862000063, -72.4753699389999 19.216695349000076, -72.47742021899995 19.219387616000063, -72.4826199769999 19.22252957900008, -72.48542818199991 19.22415759200004, -72.4858290919999 19.225300992000086, -72.48772776299995 19.226103623000085, -72.49105846399993 19.225887467000064, -72.49310944399991 19.22668319400009, -72.49512851599991 19.227071986000055, -72.4977318899999 19.225292438000054, -72.49979170899991 19.22236752100008, -72.5023757109999 19.219973577000076, -72.50459818299993 19.220112224000047, -72.50621836099992 19.222364879000054, -72.50762739499993 19.224117971000055, -72.50942125299991 19.225578247000044, -72.5098805799999 19.22727325900007, -72.5097134529999 19.229528748000064, -72.51151519599995 19.230465352000067, -72.51319921899994 19.233540641000047, -72.51251831199994 19.235825177000038, -72.51308402199993 19.237404255000058, -72.51476301199995 19.238294023000037, -72.51531181799993 19.240992633000076, -72.51386917799994 19.242715971000052, -72.51293725699992 19.24398567700007, -72.5132371279999 19.245543084000076, -72.51427117499992 19.24822120500005, -72.51525556699994 19.251043201000073, -72.51540242199991 19.255181333000053, -72.51452755499992 19.25770710100005, -72.51380850099991 19.25999111100009, -72.51122746499993 19.261518342000045, -72.5081375389999 19.261485271000083, -72.5053986449999 19.260246804000076, -72.5030028999999 19.25832661600009, -72.5006592869999 19.258619716000055, -72.49930929399994 19.260479605000057, -72.49892270299995 19.262145004000047, -72.49609910899994 19.26272951100009, -72.4921431759999 19.26211539800005, -72.49041157399995 19.261549724000076, -72.48678505499993 19.26116574000008, -72.48402512299992 19.261940536000054, -72.48191242099995 19.263293193000038, -72.48007755499992 19.26326790300004, -72.4770803159999 19.26090564000009, -72.47263357999992 19.259444494000036, -72.4703127969999 19.25948462000008, -72.46798208799993 19.26078885800007, -72.46203063099995 19.261338498000043, -72.4564297089999 19.261350925000045, -72.45281242499993 19.260993487000064, -72.45361339599992 19.262693349000074, -72.45538603499995 19.265517523000085, -72.45590031099994 19.267312700000048, -72.45630703299992 19.269919129000073, -72.45690179099995 19.272663605000048, -72.4565281269999 19.27407624700004, -72.45441891399992 19.27641279700009, -72.45440760899993 19.277758163000044, -72.45548154699992 19.280879671000037, -72.45610052099994 19.283904461000077, -72.45510860099995 19.288396784000042))"
hti_boundaries_sections_communales_adm3_cnigs_line.1373,1651,1131,1129,462,448,0.00339231,0.00339231,"MULTILINESTRING ((-72.45510860099995 19.288396784000042, -72.45230399099995 19.286488399000064))"
hti_boundaries_sections_communales_adm3_cnigs_line.1374,1652,1130,1116,458,449,0.10846676,0.10846676,"MULTILINESTRING ((-72.7183113239999 19.288299634000055, -72.70645046699991 19.280763067000066, -72.70328666899991 19.278465306000044, -72.69707201199992 19.277799523000056, -72.69679078999991 19.277769395000064, -72.6913620489999 19.276942181000038, -72.68517614199993 19.272465500000067, -72.68015207699995 19.269936117000043, -72.67656774599993 19.26580823900008, -72.6724021679999 19.26446371500009, -72.66825130699993 19.262089725000067, -72.66333337399993 19.26083473700004, -72.66093975799993 19.258618497000043, -72.65825604399993 19.258755792000045, -72.6464718499999 19.258866321000085, -72.6411358929999 19.258273742000085, -72.63778530899992 19.257164723000074, -72.63540109399992 19.25698040000009, -72.63227966699992 19.259784928000045, -72.63065380699993 19.257117677000053, -72.62941183399994 19.254870751000055, -72.62795289099995 19.254321641000047, -72.62580824699995 19.25351444900008, -72.62400294899993 19.251431830000058))"
hti_boundaries_sections_communales_adm3_cnigs_line.1375,1653,1116,1105,453,449,0.02948884,0.02948884,"MULTILINESTRING ((-72.62400294899993 19.251431830000058, -72.6259474979999 19.245162272000073, -72.6267691139999 19.244233596000072, -72.62779368699995 19.243072871000038, -72.62817486699993 19.24169603000007, -72.62808482299994 19.24068328800007, -72.62781208299992 19.239812739000058, -72.62808580699993 19.238773999000045, -72.62856632699993 19.23695050300006, -72.6290513479999 19.235202438000044, -72.6291880469999 19.23470976100009, -72.6315492679999 19.227858394000066, -72.63110586099992 19.223634965000088))"
hti_boundaries_sections_communales_adm3_cnigs_line.1376,1654,1127,1125,480,450,0.01069527,0.01069527,"MULTILINESTRING ((-72.16581633499993 19.281958881000037, -72.16530314799991 19.281941888000063, -72.16422251099993 19.28230432500004, -72.16332277899994 19.282651512000086, -72.16161877799993 19.283320185000036, -72.16105917599992 19.28323926900009, -72.16020609299994 19.28308157200007, -72.15912670499995 19.28282096500004, -72.15925899299992 19.28121598000007, -72.15865654799995 19.279211228000065))"
hti_boundaries_sections_communales_adm3_cnigs_line.1377,1655,1125,1117,457,450,0.04504212,0.04504212,"MULTILINESTRING ((-72.15865654799995 19.279211228000065, -72.15829903799994 19.278438205000043, -72.15745584099994 19.276610331000086, -72.15565048799994 19.27269085800009, -72.15347375499994 19.26936144600006, -72.15278146499992 19.268709666000063, -72.15324443999992 19.267777824000063, -72.15364998599995 19.266312505000087, -72.15410920499994 19.265597333000073, -72.15456639199994 19.264999568000064, -72.15469071699994 19.264405555000053, -72.15382724199992 19.262658600000066, -72.15388411399994 19.261567063000086, -72.15411111599991 19.26108306100008, -72.15453477599993 19.260773629000084, -72.15471412399995 19.260297910000077, -72.15466750799993 19.259692209000036, -72.15482377799992 19.258900192000056, -72.15400920899992 19.25927566200005, -72.1533498199999 19.258922374000065, -72.1526452789999 19.258432889000062, -72.15219421799992 19.258127887000057, -72.1514537029999 19.257520398000054, -72.15086148899991 19.25713204300007, -72.14998385099994 19.25675719800006, -72.14914204299993 19.25650928400006, -72.14828325799994 19.25669456600008, -72.14775259899994 19.25659592800008, -72.1472069109999 19.25681317100009, -72.14658777999995 19.256884747000072, -72.14535313699992 19.25736203000008, -72.14427053199995 19.25784167900008, -72.14374348899992 19.25808628300007, -72.14308782799992 19.258067009000058, -72.1421389759999 19.257961907000038, -72.1409296889999 19.257527674000073, -72.14033625399992 19.257211392000045, -72.13984658499993 19.25694195500006, -72.13912211599995 19.256506270000045, -72.1384842519999 19.256008663000046, -72.1379422409999 19.256018230000052, -72.13703392499991 19.25632003000004, -72.13648188099995 19.25635651600004, -72.13549104799995 19.25538398000009, -72.13498493899993 19.254969757000083))"
hti_boundaries_sections_communales_adm3_cnigs_line.1452,1730,1199,1194,486,469,0.01584568,0.01584568,"MULTILINESTRING ((-72.41354633999993 19.41643833100005, -72.41263650299993 19.41559459100006, -72.41131433699991 19.414943678000043, -72.4095313869999 19.41394302200007, -72.40741264299993 19.413714069000036, -72.40528695599994 19.412726538000072, -72.4026596679999 19.411560183000063, -72.39943474799992 19.409671924000065))"
hti_boundaries_sections_communales_adm3_cnigs_line.1378,1656,1117,1087,452,450,0.11204331,0.11204331,"MULTILINESTRING ((-72.13498493899993 19.254969757000083, -72.13220621799991 19.253490671000066, -72.13022058899992 19.251238501000046, -72.12696589899991 19.24980594500005, -72.12429361999995 19.24932153800006, -72.12245089299995 19.24760420700005, -72.12148361599992 19.243110881000064, -72.11990753499992 19.239194788000077, -72.11589908799994 19.235222307000072, -72.11379881399995 19.23465643700007, -72.11136110599995 19.234365220000086, -72.10883437199993 19.233729376000042, -72.10617110999993 19.23058151500004, -72.10476935699995 19.227588985000068, -72.1028847369999 19.225572876000058, -72.10117390199991 19.22503118700007, -72.09683660199994 19.226298628000052, -72.09485930299991 19.22577973300008, -72.09314993299995 19.225156757000036, -72.09133731799994 19.22230205200009, -72.09038830899993 19.21736657000008, -72.0884517799999 19.21453696100008, -72.08670397299994 19.209633904000043, -72.08518719499995 19.205646363000085, -72.08387895099992 19.202772567000068, -72.08262189599992 19.20076629400006, -72.0819633829999 19.199311313000067, -72.08256985699995 19.19832779500007, -72.08408562799991 19.196979637000084, -72.08569280599994 19.195289822000063, -72.08465999099991 19.193503857000053, -72.08383514999991 19.191242706000082, -72.08380834399992 19.18952690000009, -72.08592538999994 19.186942360000046, -72.08613860699995 19.18508585300009, -72.08579963199992 19.18329287000006, -72.08521264799992 19.181550105000042, -72.08537730799992 19.178672659000085, -72.08648396099994 19.17571991200009))"
hti_boundaries_sections_communales_adm3_cnigs_line.1379,1657,1120,1134,465,450,0.05861482,0.05861482,"MULTILINESTRING ((-72.24232638799992 19.26179443500007, -72.24204807199993 19.264787942000055, -72.24158463599991 19.265214349000075, -72.24105771099994 19.266019033000077, -72.23945800999991 19.26843278800004, -72.23828733599993 19.270202863000065, -72.23670193399994 19.27175902600004, -72.23482760999991 19.27296767200005, -72.23333479599995 19.274100738000072, -72.2311592399999 19.275124231000063, -72.2311501929999 19.275123844000063, -72.22658903999991 19.274928508000073, -72.22473561899994 19.276579689000073, -72.2233458799999 19.278364458000055, -72.22080775499995 19.281142874000068, -72.21917681199994 19.28425119700006, -72.21796269999993 19.286887230000048, -72.21478678299991 19.289132149000068, -72.21379559799993 19.289830346000088, -72.2116003779999 19.291431094000075, -72.20966124199992 19.29307183500009, -72.20667030099992 19.29560837100007, -72.20331257899994 19.29846419900008, -72.20333411599995 19.30055023500006))"
hti_boundaries_sections_communales_adm3_cnigs_line.1380,1658,1134,1127,480,450,0.04273454,0.04273454,"MULTILINESTRING ((-72.20333411599995 19.30055023500006, -72.20164753599994 19.300190371000042, -72.20004626799994 19.29984976600008, -72.1991176109999 19.29965488000005, -72.19715403299995 19.29937196700007, -72.19596840999992 19.299191171000075, -72.19493710799992 19.29888645400007, -72.19411766199994 19.298422412000036, -72.19130151199994 19.29683510300009, -72.19057548399991 19.296471782000083, -72.18868276799992 19.295937029000072, -72.18734818999991 19.295573346000083, -72.1861391729999 19.295094241000072, -72.18473181199994 19.29453985100008, -72.18301274899994 19.29386320100008, -72.18117667399991 19.292245836000063, -72.17831933799994 19.28974581400007, -72.17764560199993 19.289112359000057, -72.17580200999993 19.287386420000075, -72.1753994099999 19.28701911400009, -72.17384494399994 19.285622603000036, -72.1724618799999 19.28477053200004, -72.17015855699992 19.28379586500006, -72.16581633499993 19.281958881000037))"
hti_boundaries_sections_communales_adm3_cnigs_line.1382,1660,1133,1135,464,451,0.00321295,0.00321295,"MULTILINESTRING ((-72.61039697799993 19.299163841000052, -72.60777352699995 19.30101872000006))"
hti_boundaries_sections_communales_adm3_cnigs_line.1383,1661,1135,1132,453,451,0.0034251,0.0034251,"MULTILINESTRING ((-72.60777352699995 19.30101872000006, -72.6103969639999 19.29916379200006, -72.61057020299995 19.29904136400006))"
hti_boundaries_sections_communales_adm3_cnigs_line.1397,1675,1143,1131,462,455,0.06124276,0.06124276,"MULTILINESTRING ((-72.4947841529999 19.33161537500007, -72.48981527599994 19.328702322000083, -72.48705334999994 19.32517846400009, -72.48560640799991 19.32027300100009, -72.48486481099991 19.317138217000036, -72.48266606099992 19.31350462200004, -72.47246845599994 19.304278882000062, -72.4656464649999 19.300725568000075, -72.4597702399999 19.29692327500004, -72.4565806089999 19.293456309000078, -72.45510860099995 19.288396784000042))"
hti_boundaries_sections_communales_adm3_cnigs_line.1673,1951,1350,1366,534,528,0.02223939,0.02223939,"MULTILINESTRING ((-72.16740199799995 19.58647512200008, -72.16630316999994 19.58884132700007, -72.16495686199994 19.591736378000064, -72.16339255799994 19.59348133000009, -72.16252436299993 19.595183073000044, -72.16163801099992 19.595746990000066, -72.16113563899995 19.596145360000037, -72.1609945969999 19.598210678000044, -72.1593579659999 19.599728687000038, -72.15585305199994 19.600756825000076, -72.15331737299994 19.60084313100009))"
hti_boundaries_sections_communales_adm3_cnigs_line.1384,1662,1117,1136,457,452,0.11339039,0.11339039,"MULTILINESTRING ((-72.13498493899993 19.254969757000083, -72.13346524399992 19.255984270000056, -72.13295958399993 19.256635377000066, -72.13240532499992 19.257348996000076, -72.13148696299993 19.257677689000047, -72.13076304599991 19.257756592000078, -72.13031201099994 19.25800225800009, -72.12930661899992 19.258961618000058, -72.12810620999994 19.26019773200005, -72.12677593199993 19.261251172000073, -72.12555081499994 19.262270238000042, -72.1251264789999 19.26261560100005, -72.12466396999992 19.26296947800006, -72.12370786899993 19.26327947900006, -72.12236747999992 19.26381811500005, -72.1216561949999 19.26426735800004, -72.12043676499991 19.264410713000075, -72.11960994299994 19.26493936600008, -72.11873901399991 19.265268734000074, -72.11718995899992 19.265235273000087, -72.11602441499991 19.265018204000057, -72.1150958689999 19.264841067000077, -72.11384332499995 19.26470394100005, -72.11310547399995 19.264493609000056, -72.1118954449999 19.26464608100008, -72.11134321999992 19.26469151000009, -72.11086725399991 19.26472911700006, -72.11031873499991 19.26510867400009, -72.1089229669999 19.26608871700006, -72.10794532799991 19.266542713000035, -72.1071276529999 19.266547820000085, -72.1061903449999 19.266325367000036, -72.10549539699991 19.26637754300009, -72.10470530099991 19.26643723600006, -72.10399661899993 19.26619131500007, -72.10327615999995 19.266071486000044, -72.10279007299994 19.266145016000053, -72.10196014199994 19.26630344700004, -72.10030766299991 19.266205015000082, -72.09939238599992 19.26635296200004, -72.09848682899991 19.266492032000087, -72.09773999099991 19.266254508000088, -72.09708432699995 19.266235066000036, -72.0960542219999 19.26642630300006, -72.09464281399994 19.266674746000092, -72.09495575999995 19.267257504000042, -72.09459718799991 19.268181794000043, -72.09411866799991 19.26836373900005, -72.0939478279999 19.26888464400008, -72.0937872849999 19.268819033000057, -72.09341925399991 19.26866862600008, -72.0929094089999 19.268470869000055, -72.09230633399994 19.26870507400008, -72.09200384199994 19.269142643000066, -72.09131135299992 19.269059406000054, -72.09092574499994 19.26936016400009, -72.09065925199991 19.269564544000048, -72.09022217599994 19.269899748000057, -72.08970268099995 19.270785266000075, -72.08911369499992 19.27129950200009, -72.08881971699992 19.271791358000087, -72.08856510299995 19.272211630000072, -72.08843702699994 19.273004091000075, -72.08747163299995 19.274370005000037, -72.08709364999993 19.274779281000065, -72.08660068799992 19.274699206000037, -72.08626923999992 19.275163380000038, -72.0859963659999 19.27553822300007, -72.08560482099995 19.276173028000073, -72.08532126199992 19.27661991100007, -72.08416886899994 19.27619523800007, -72.08358871999991 19.276204026000073, -72.0828375719999 19.277284397000074, -72.08226434399995 19.277437803000055, -72.08183067699991 19.27723220300004, -72.0816809669999 19.27736672700007, -72.08137656999992 19.27764024700008, -72.08119691199994 19.278124888000036, -72.08126566399994 19.279606667000053, -72.08145265499991 19.280322827000077, -72.08111305699992 19.28070562000005, -72.08058895099992 19.28131121200005, -72.0797055139999 19.281802648000053, -72.07898173399991 19.281872306000082, -72.0774579859999 19.282010484000068, -72.07639980199991 19.282174068000074, -72.07585412299994 19.282381960000066, -72.07560429099993 19.283064137000054, -72.07499037699995 19.283370312000045, -72.07472590299994 19.283808453000063, -72.0745263689999 19.284337897000057, -72.07373706099992 19.28381065700006, -72.07324263999993 19.28381175800007, -72.07281959199992 19.284075853000047, -72.07197172799994 19.28470321100008, -72.07145383999995 19.284956756000042, -72.07088676899991 19.285299682000073, -72.07048838799994 19.285780887000044, -72.07023257899993 19.286264290000076, -72.07039597699992 19.287232903000074, -72.06989206599991 19.287766480000073, -72.06924702299995 19.28821655300004, -72.06842379699992 19.288528368000073, -72.06810368299995 19.288884365000058, -72.06720554199995 19.28966442400008, -72.06637531899992 19.289831606000064, -72.06572078599993 19.289748874000054, -72.06521920199992 19.289614441000083, -72.06472412199992 19.289651612000057, -72.06342563699991 19.29048839400008, -72.0634145219999 19.291111113000056, -72.06318560299991 19.291685287000064, -72.06263633399993 19.29209174300007, -72.06214726499991 19.292327578000084, -72.0616964539999 19.292546065000067, -72.06118494899994 19.292971176000037, -72.06064426499995 19.293431919000056, -72.06009304899993 19.293946649000077, -72.05952882799994 19.29412719800007, -72.05890052299992 19.294703863000052, -72.05844659699994 19.295626423000044, -72.05762170499992 19.29602841700006, -72.05711340899995 19.296273042000053, -72.05671786899995 19.29659160300008, -72.0568486599999 19.29725280400004, -72.05635528999994 19.297723321000092, -72.05582200999993 19.29776887400004, -72.05521910999994 19.29798488700004, -72.05430235199992 19.298204767000072, -72.05421823599994 19.298654807000048, -72.05403318099991 19.298695018000046, -72.05348320299993 19.29881452300009, -72.05294717099991 19.299013466000076, -72.05192153099995 19.29894273700006, -72.05116972999991 19.299508350000053, -72.04945947499994 19.29996828700007, -72.0483435399999 19.30015783500005, -72.04789658699991 19.300692259000073, -72.04709564099994 19.301347407000037, -72.04689299599994 19.302039316000048))"
hti_boundaries_sections_communales_adm3_cnigs_line.1385,1663,1136,1140,468,452,0.01817522,0.01817522,"MULTILINESTRING ((-72.04689299599994 19.302039316000048, -72.04554115799993 19.30265836800004, -72.04475211399995 19.30317821500006, -72.04439754599991 19.30385863300006, -72.0435730719999 19.304233482000086, -72.04302161399994 19.304233569000075, -72.04202733199992 19.30400072900005, -72.04112788899994 19.303787567000086, -72.04065027899992 19.303906184000084, -72.03965679099991 19.30416093300005, -72.0381336339999 19.304786169000067, -72.03756215299995 19.30484006900008, -72.0365025449999 19.304543048000085, -72.0361717099999 19.30496198600008, -72.03610993599995 19.30498208700004, -72.03561692099993 19.305142516000046, -72.03492271499994 19.30514928300005, -72.03390524199995 19.305150791000074, -72.03339436899995 19.30553069000007, -72.03297116199991 19.306327301000067, -72.03254408999993 19.306807846000083, -72.03197589599995 19.30720486000007, -72.0309643889999 19.307405109000058))"
hti_boundaries_sections_communales_adm3_cnigs_line.1386,1664,1140,1107,454,452,0.11621448,0.11621448,"MULTILINESTRING ((-72.0309643889999 19.307405109000058, -72.02781713899992 19.302135744000054, -72.0246208229999 19.298535621000042, -72.02098548799995 19.298711058000038, -72.01724069399995 19.298631816000068, -72.01717198699993 19.296129974000053, -72.01728680899993 19.29346866500009, -72.01572166799991 19.291168005000088, -72.01235875799995 19.288919238000062, -72.00975662699994 19.286141242000042, -72.00832668699991 19.282687261000092, -72.00654521799993 19.279227510000055, -72.00415049199995 19.27812291400005, -72.00053205799992 19.275310093000087, -71.99980363399993 19.27407034500004, -72.00161721299992 19.27210497100009, -72.00279351499995 19.271194437000077, -72.00274643699993 19.27012843500006, -72.00117493999994 19.269245006000062, -71.9996016039999 19.26898440900004, -71.99608653999991 19.26729260700006, -71.99222028899993 19.262453363000077, -71.9890672009999 19.259693164000055, -71.98581041099993 19.257933248000086, -71.98248006599994 19.256560264000086, -71.97941845999992 19.255047165000065, -71.97591831499994 19.25050262400009, -71.97311832299994 19.246655670000052, -71.97269887099992 19.24310082800008, -71.97431391499993 19.238992987000074, -71.9742841389999 19.234397433000083, -71.97466546499993 19.232778756000073, -71.9752696459999 19.231443649000084, -71.9756292909999 19.22945446500006, -71.9763271999999 19.225593164000088))"
hti_boundaries_sections_communales_adm3_cnigs_line.1387,1665,1138,1137,464,453,0.00360008,0.00360008,"MULTILINESTRING ((-72.58576729499993 19.305903717000092, -72.5846126589999 19.30485892200005, -72.58274134299995 19.304039386000056))"
hti_boundaries_sections_communales_adm3_cnigs_line.1388,1666,1137,1101,455,453,0.11467235,0.11467235,"MULTILINESTRING ((-72.58274134299995 19.304039386000056, -72.57987065399993 19.30131911500007, -72.57340166499995 19.298162560000037, -72.56799885299995 19.29495689500004, -72.56230130599994 19.29240636800006, -72.55814505599994 19.289831157000037, -72.5550170329999 19.284632602000045, -72.55377877099994 19.28283692800005, -72.55176691399993 19.281265635000068, -72.55071101499993 19.280637410000054, -72.5506788269999 19.276410474000045, -72.5470021079999 19.27040972900005, -72.54798187799992 19.26911339700007, -72.54842478499995 19.26619329300007, -72.54896376399995 19.263202241000045, -72.54937075999993 19.260769398000036, -72.54925611199991 19.258248209000044, -72.55097218499992 19.25603145300005, -72.55088905899993 19.254585415000065, -72.55078500399992 19.25326550400007, -72.55066143199991 19.25069904700007, -72.55245276799991 19.248528510000085, -72.5531033069999 19.245701446000055, -72.5555665569999 19.243738586000063, -72.55793599999993 19.241042804000074, -72.55844538199995 19.23617287600007, -72.55822760399991 19.23418310800008, -72.55841393999992 19.232514843000047, -72.5571843749999 19.230150408000043, -72.5549780899999 19.228901746000076, -72.55217656899993 19.22868363100008, -72.55051537899993 19.228507913000044, -72.54865967299992 19.227345134000075, -72.54953234299995 19.222994860000085, -72.54986565199994 19.221030616000064, -72.54897221699991 19.21845385200004))"
hti_boundaries_sections_communales_adm3_cnigs_line.1389,1667,1116,1132,458,453,0.08415181,0.08415181,"MULTILINESTRING ((-72.62400294899993 19.251431830000058, -72.6201334399999 19.26521759800005, -72.61909737199994 19.268473389000064, -72.61856232199995 19.270107115000087, -72.61828154199992 19.270964450000065, -72.61878285999995 19.272470230000067, -72.61927775499993 19.27507769500005, -72.61800736999993 19.276117757000065, -72.6054496669999 19.26394200200008, -72.60122532999992 19.26407631300009, -72.60571226899992 19.28055395000007, -72.60731088099993 19.286391070000036, -72.60866474799991 19.292053330000044, -72.61057020299995 19.29904136400006))"
hti_boundaries_sections_communales_adm3_cnigs_line.1390,1668,1135,1138,464,453,0.030978,0.030978,"MULTILINESTRING ((-72.60777352699995 19.30101872000006, -72.60826720699993 19.302388893000057, -72.60864202499994 19.30343245100005, -72.60691473599991 19.30512573900006, -72.6049921149999 19.30585906300007, -72.60166757899992 19.30553547900007, -72.59958586099992 19.30608606600009, -72.59742040999993 19.30715940300007, -72.59617479999991 19.308425422000084, -72.59528257599993 19.31024696600008, -72.59365674599991 19.311489891000065, -72.59162217799991 19.311417890000087, -72.59037772399995 19.310651845000052, -72.58982731299994 19.309913023000036, -72.5871474029999 19.307791388000055, -72.58576729499993 19.305903717000092))"
hti_boundaries_sections_communales_adm3_cnigs_line.1391,1669,1147,1146,460,454,0.00224077,0.00224077,"MULTILINESTRING ((-71.98404173299991 19.33367272000004, -71.98348392399993 19.332977351000068, -71.98296378299995 19.333338879000053, -71.9822518499999 19.33326390600007))"
hti_boundaries_sections_communales_adm3_cnigs_line.1392,1670,1146,1139,470,454,0.06483245,0.06483245,"MULTILINESTRING ((-71.9822518499999 19.33326390600007, -71.97891442699995 19.331168338000055, -71.97827633899993 19.32966825400007, -71.97576925099992 19.32741492400004, -71.97381839099995 19.325423524000087, -71.96689625599993 19.319205883000052, -71.96509408399993 19.31741553900008, -71.96355823999994 19.315620591000084, -71.96158710899994 19.313719010000057, -71.96019710599995 19.31278407900004, -71.95226190799991 19.31151411500008, -71.9500222659999 19.309743412000046, -71.94767294799993 19.30927078700006, -71.94184441599992 19.30824332700007, -71.93935348199994 19.308743147000087, -71.93748834599995 19.308314624000047, -71.93474297299991 19.307158193000078, -71.93251085499992 19.30754494000007, -71.92797126099993 19.307260846000077, -71.92696764399994 19.307036353000058))"
hti_boundaries_sections_communales_adm3_cnigs_line.1967,2245,1589,1599,628,616,0.0156442,0.0156442,"MULTILINESTRING ((-72.51010655499994 19.784706377000077, -72.51076632899992 19.78583527400008, -72.5086411389999 19.78691642600006, -72.50844032399993 19.790625121000062, -72.50884968399993 19.792518132000055, -72.51141057799992 19.795326183000043, -72.51276123799994 19.797431016000075))"
hti_boundaries_sections_communales_adm3_cnigs_line.1968,2246,1599,1601,635,616,0.06287371,0.06287371,"MULTILINESTRING ((-72.51276123799994 19.797431016000075, -72.49938747499993 19.79423711700008, -72.49145973999993 19.795435438000084, -72.48793906199995 19.79544916000009, -72.48707839499991 19.792538336000064, -72.48549444799994 19.791342100000065, -72.48087650699995 19.791981433000046, -72.47699295099994 19.79142095900005, -72.47760595299991 19.79610724300005, -72.47578347399991 19.79794167700004, -72.47250835299991 19.79932209100008, -72.47024327699995 19.803796092000084, -72.46749855899992 19.804208686000038, -72.46576396599994 19.805294722000042, -72.4640216919999 19.808069351000086))"
hti_boundaries_sections_communales_adm3_cnigs_line.1969,2247,1601,1597,621,616,0.0145787,0.0145787,"MULTILINESTRING ((-72.4640216919999 19.808069351000086, -72.4633088839999 19.80488970600004, -72.46261384499991 19.801791475000073, -72.46189226599995 19.799162512000066, -72.46117385399992 19.796334973000057, -72.45975643699995 19.79427400600008))"
hti_boundaries_sections_communales_adm3_cnigs_line.1970,2248,1606,1602,630,617,0.01906717,0.01906717,"MULTILINESTRING ((-72.6957347629999 19.81251087700008, -72.69408185599991 19.811324477000085, -72.6928628309999 19.81048768100004, -72.69225822299995 19.810072650000052, -72.6912106769999 19.809264435000046, -72.68947443299993 19.808573624000076, -72.68819132199991 19.808222839000052, -72.68704823999991 19.808081625000057, -72.6853188629999 19.80823980100007, -72.68367881899991 19.808814648000066, -72.68215886099995 19.809002596000084, -72.67801855199991 19.808930742000086))"
hti_boundaries_sections_communales_adm3_cnigs_line.1971,2249,1602,1594,620,617,0.02213022,0.02213022,"MULTILINESTRING ((-72.67801855199991 19.808930742000086, -72.68147149899994 19.803755596000087, -72.6803804349999 19.801348123000082, -72.67917855899992 19.79737686800007, -72.6770725579999 19.791930749000073, -72.67657574999993 19.788691173000075))"
